Nome da Tarefa;Tipo da Tarefa;Tipo da Tarefa ID;Data de Criação;Data de Conclusão;Status;Status Descrição;Usuário;ID do Usuário
Inventore voluptatibus quidem dolore;Tarefa a Ser Feita;2;2024-06-10 23:33:09;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quas quibusdam aut temporibus similique quisquam laboriosam;Tarefa a Ser Feita;2;2024-05-20 16:51:15;2025-01-29 16:51:15;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar expedita;Item de Compra;1;2024-06-22 02:46:45;2024-07-09 02:46:45;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar cumque;Item de Compra;1;2024-02-29 03:11:46;2024-08-11 03:11:46;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Assumenda ullam nihil;Tarefa a Ser Feita;2;2023-06-27 22:58:46;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Perspiciatis temporibus;Tarefa a Ser Feita;2;2024-11-13 00:44:47;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Consequuntur vero eos nulla asperiores;Tarefa a Ser Feita;2;2023-10-20 08:52:56;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Beatae totam molestias;Tarefa a Ser Feita;2;2024-12-07 20:17:17;2025-06-02 21:03:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar explicabo;Item de Compra;1;2023-12-20 00:49:43;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quaerat;Item de Compra;1;2023-09-07 00:39:28;2024-03-06 00:39:28;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar dicta;Item de Compra;1;2024-07-18 11:40:20;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Cum quibusdam quae;Tarefa a Ser Feita;2;2024-11-16 09:41:12;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar blanditiis;Item de Compra;1;2024-10-05 03:07:36;2025-02-01 03:07:36;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Aperiam omnis accusantium quasi;Tarefa a Ser Feita;2;2025-01-26 05:15:43;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ea ad esse;Tarefa a Ser Feita;2;2023-12-29 11:03:21;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Cupiditate quaerat alias;Tarefa a Ser Feita;2;2025-02-07 12:43:22;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar adipisci;Item de Compra;1;2024-12-22 08:51:32;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Fugiat harum;Tarefa a Ser Feita;2;2024-12-09 16:28:32;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar inventore;Item de Compra;1;2024-09-30 17:02:21;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Fuga dolorem veritatis illo distinctio possimus;Tarefa a Ser Feita;2;2024-06-18 02:56:57;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar necessitatibus;Item de Compra;1;2025-02-05 08:43:34;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Aut error magnam provident illum;Tarefa a Ser Feita;2;2025-03-28 12:25:00;2025-05-28 12:25:00;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar in;Item de Compra;1;2025-01-20 10:19:54;2025-04-02 10:19:54;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Tempora ab inventore;Tarefa a Ser Feita;2;2024-02-04 17:29:34;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Maxime rem aspernatur;Tarefa a Ser Feita;2;2024-07-15 03:26:07;2024-09-15 03:26:07;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar id;Item de Compra;1;2024-10-31 18:04:38;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dicta quisquam;Tarefa a Ser Feita;2;2023-10-09 01:57:47;2024-02-14 01:57:47;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar sapiente;Item de Compra;1;2024-09-04 01:41:21;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nesciunt placeat possimus optio ratione;Tarefa a Ser Feita;2;2024-10-16 23:19:53;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Sapiente ad animi iusto;Tarefa a Ser Feita;2;2025-03-16 22:35:02;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Sequi asperiores esse error dicta;Tarefa a Ser Feita;2;2023-09-29 07:38:57;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Iste accusamus;Tarefa a Ser Feita;2;2024-06-12 18:07:56;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Animi aliquam quia necessitatibus excepturi cum consectetur maxime;Tarefa a Ser Feita;2;2024-11-28 17:43:50;2025-06-02 21:19:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Consequuntur debitis labore eaque nisi;Tarefa a Ser Feita;2;2025-02-21 02:54:24;2025-06-02 21:41:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Neque nam provident saepe aliquam quisquam;Tarefa a Ser Feita;2;2024-11-15 19:50:46;2025-03-16 19:50:46;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eius quaerat atque quidem quos;Tarefa a Ser Feita;2;2023-06-23 23:02:27;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Incidunt eveniet doloremque voluptatem autem;Tarefa a Ser Feita;2;2024-05-20 20:54:05;2024-07-25 20:54:05;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Animi iste ad atque maxime;Tarefa a Ser Feita;2;2023-09-15 12:15:47;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar fuga;Item de Compra;1;2023-06-21 11:12:04;2023-09-27 11:12:04;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Iusto reiciendis eius occaecati odit accusamus ad repudiandae;Tarefa a Ser Feita;2;2024-11-26 05:48:42;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar magnam;Item de Compra;1;2025-05-06 13:49:06;2025-06-02 21:27:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ut unde nobis beatae perferendis;Tarefa a Ser Feita;2;2024-11-16 20:07:56;2025-06-02 20:48:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nihil earum voluptates;Tarefa a Ser Feita;2;2025-01-18 12:58:16;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Tempore dolorem accusamus eos;Tarefa a Ser Feita;2;2024-03-20 23:40:10;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Repudiandae;Tarefa a Ser Feita;2;2024-01-29 02:10:32;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Non iure aliquid recusandae saepe dolores error nulla;Tarefa a Ser Feita;2;2024-04-23 07:20:37;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Reiciendis voluptatibus voluptatibus nesciunt dignissimos placeat reiciendis;Tarefa a Ser Feita;2;2024-04-05 14:06:22;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar expedita;Item de Compra;1;2024-02-24 06:30:27;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Illum quidem eaque quo optio cum explicabo;Tarefa a Ser Feita;2;2023-06-16 01:57:14;2024-01-22 01:57:14;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ratione numquam;Tarefa a Ser Feita;2;2025-02-21 17:15:21;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quasi omnis repudiandae ea omnis mollitia fugit iusto;Tarefa a Ser Feita;2;2024-02-06 12:28:32;2024-10-04 12:28:32;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Facere sunt iusto dolores eum;Tarefa a Ser Feita;2;2025-04-03 11:38:00;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eaque veniam cumque suscipit quo;Tarefa a Ser Feita;2;2024-11-24 03:15:02;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ea praesentium saepe fuga repellat autem commodi;Tarefa a Ser Feita;2;2025-04-06 18:58:34;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Porro ut soluta doloremque quisquam veniam;Tarefa a Ser Feita;2;2024-10-14 08:44:05;2025-06-02 21:38:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar esse;Item de Compra;1;2024-01-09 13:18:15;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Earum tempore exercitationem corrupti accusamus;Tarefa a Ser Feita;2;2023-10-06 16:25:42;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Pariatur error laudantium consequatur;Tarefa a Ser Feita;2;2023-10-10 09:48:50;2023-10-15 09:48:50;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar inventore;Item de Compra;1;2025-01-29 05:25:03;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ipsum molestiae natus libero odit;Tarefa a Ser Feita;2;2025-05-20 20:39:51;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Sit similique in;Tarefa a Ser Feita;2;2023-11-18 10:03:17;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar neque;Item de Compra;1;2024-06-04 15:34:51;2024-08-22 15:34:51;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Consequatur;Tarefa a Ser Feita;2;2024-02-14 23:30:54;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ad quibusdam;Tarefa a Ser Feita;2;2024-01-08 14:04:52;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar soluta;Item de Compra;1;2024-02-03 11:19:19;2024-02-12 11:19:19;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Natus unde vel repudiandae nihil sunt occaecati;Tarefa a Ser Feita;2;2024-06-13 01:37:56;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nobis blanditiis eum inventore;Tarefa a Ser Feita;2;2023-09-07 02:22:19;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar possimus;Item de Compra;1;2025-01-20 19:12:19;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar repudiandae;Item de Compra;1;2023-12-29 15:42:05;2024-04-03 15:42:05;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Expedita dolor harum dicta laudantium pariatur;Tarefa a Ser Feita;2;2024-01-03 01:23:59;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Animi doloribus sint vel mollitia similique quas pariatur sequi;Tarefa a Ser Feita;2;2025-05-12 13:22:55;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Tenetur dolore fuga repellendus exercitationem eius repudiandae;Tarefa a Ser Feita;2;2023-08-04 08:40:41;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Modi maxime eligendi explicabo nemo iste perspiciatis;Tarefa a Ser Feita;2;2023-08-23 21:33:06;2023-09-23 21:33:06;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dicta numquam;Tarefa a Ser Feita;2;2023-07-29 01:12:50;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar rerum;Item de Compra;1;2025-04-06 14:59:41;2025-06-02 21:31:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aliquid expedita eaque repellat;Tarefa a Ser Feita;2;2024-04-27 08:44:11;2025-01-15 08:44:11;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ad nesciunt;Tarefa a Ser Feita;2;2024-11-22 02:17:13;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Sapiente veritatis praesentium;Tarefa a Ser Feita;2;2023-07-21 20:53:06;2023-09-22 20:53:06;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quo;Item de Compra;1;2023-10-13 15:07:31;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quaerat excepturi molestiae quis dolores blanditiis;Tarefa a Ser Feita;2;2024-03-24 15:16:33;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Laborum iusto esse sequi odit;Tarefa a Ser Feita;2;2025-04-28 19:33:26;2025-06-02 21:03:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Aliquam animi illum;Tarefa a Ser Feita;2;2023-09-10 02:57:21;2023-11-09 02:57:21;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Modi eius;Tarefa a Ser Feita;2;2023-07-30 09:02:25;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quam;Item de Compra;1;2024-02-16 20:41:19;2024-03-08 20:41:19;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Sit sapiente quis explicabo;Tarefa a Ser Feita;2;2024-01-19 23:05:14;2024-11-19 23:05:14;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ex eaque quibusdam quis consequatur quo;Tarefa a Ser Feita;2;2024-03-28 14:35:54;2024-10-09 14:35:54;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Hic velit sapiente excepturi;Tarefa a Ser Feita;2;2025-05-04 18:35:37;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Autem;Tarefa a Ser Feita;2;2024-12-08 13:10:43;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Iusto cumque quae magni provident;Tarefa a Ser Feita;2;2024-10-25 09:14:27;2025-05-04 09:14:27;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar nemo;Item de Compra;1;2025-02-27 22:12:36;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Illum autem hic;Tarefa a Ser Feita;2;2024-02-04 22:17:42;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Asperiores corporis blanditiis odit similique iste illo odit eos;Tarefa a Ser Feita;2;2024-09-27 04:41:51;2024-12-07 04:41:51;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Temporibus nam recusandae;Tarefa a Ser Feita;2;2024-06-11 05:04:34;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar nam;Item de Compra;1;2024-04-01 01:44:19;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Porro cum recusandae iusto;Tarefa a Ser Feita;2;2024-12-30 12:29:09;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Consequatur eveniet sapiente iste iure voluptas;Tarefa a Ser Feita;2;2023-07-20 20:39:29;2023-11-12 20:39:29;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nobis magni dignissimos distinctio;Tarefa a Ser Feita;2;2024-07-09 17:36:39;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar corporis;Item de Compra;1;2024-03-11 01:04:38;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Earum cum vitae magnam voluptatem;Tarefa a Ser Feita;2;2024-05-31 02:50:00;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptatibus laboriosam eius distinctio;Tarefa a Ser Feita;2;2025-05-03 14:39:48;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quibusdam dolore nobis voluptatibus;Tarefa a Ser Feita;2;2024-10-13 15:29:48;2025-05-30 15:29:48;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Cum amet in voluptatibus;Tarefa a Ser Feita;2;2024-09-16 06:19:31;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Animi nisi aliquam pariatur vel at aliquid consectetur perferendis;Tarefa a Ser Feita;2;2024-12-19 22:26:50;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Praesentium veniam excepturi cum;Tarefa a Ser Feita;2;2025-05-26 10:39:15;2025-06-02 21:34:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Expedita beatae rerum consequuntur doloremque doloremque similique;Tarefa a Ser Feita;2;2023-07-31 04:05:30;2024-06-03 04:05:30;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Unde voluptate placeat ea nobis vero;Tarefa a Ser Feita;2;2025-03-22 00:00:30;2025-06-02 21:04:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Maxime assumenda adipisci magni;Tarefa a Ser Feita;2;2025-03-26 18:36:38;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ipsum repellat ipsa animi tempora;Tarefa a Ser Feita;2;2024-12-28 03:24:24;2025-06-02 21:20:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar temporibus;Item de Compra;1;2024-10-13 19:42:39;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Adipisci molestias eaque iste assumenda perspiciatis;Tarefa a Ser Feita;2;2023-07-30 07:12:18;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Libero laborum incidunt facilis deserunt;Tarefa a Ser Feita;2;2023-09-14 03:02:59;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar magnam;Item de Compra;1;2023-07-04 04:42:27;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eveniet labore eos;Tarefa a Ser Feita;2;2024-12-29 09:20:38;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar at;Item de Compra;1;2024-11-12 09:10:22;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Qui ad illo eius fuga natus;Tarefa a Ser Feita;2;2025-02-27 17:38:37;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eaque commodi;Tarefa a Ser Feita;2;2023-11-07 00:31:41;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar molestiae;Item de Compra;1;2024-01-07 23:43:18;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Rem nesciunt est odit doloribus commodi quas excepturi voluptatem;Tarefa a Ser Feita;2;2023-09-12 17:18:00;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar dicta;Item de Compra;1;2023-08-29 23:46:33;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar perspiciatis;Item de Compra;1;2025-01-14 09:50:27;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Laboriosam excepturi cum magnam quisquam;Tarefa a Ser Feita;2;2024-12-06 23:39:44;2025-06-02 21:42:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Mollitia deserunt minima molestiae veritatis quae ab accusantium;Tarefa a Ser Feita;2;2025-01-25 15:41:00;2025-06-02 21:34:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nesciunt quas praesentium neque vel ut odio;Tarefa a Ser Feita;2;2025-03-09 01:54:31;2025-06-02 21:13:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ut laboriosam aperiam necessitatibus;Tarefa a Ser Feita;2;2023-09-21 10:18:14;2023-12-13 10:18:14;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Officiis maxime assumenda natus;Tarefa a Ser Feita;2;2023-12-26 01:58:02;2024-11-13 01:58:02;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Atque praesentium id deleniti dignissimos doloremque;Tarefa a Ser Feita;2;2023-09-09 19:56:51;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Accusamus sed perspiciatis nemo eius asperiores sunt;Tarefa a Ser Feita;2;2024-03-22 13:00:24;2024-04-05 13:00:24;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Iusto inventore totam enim;Tarefa a Ser Feita;2;2025-05-02 19:30:13;2025-05-12 19:30:13;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar iure;Item de Compra;1;2023-11-30 16:14:13;2024-01-18 16:14:13;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Aut labore illo laboriosam asperiores excepturi;Tarefa a Ser Feita;2;2024-01-28 01:44:20;2024-04-25 01:44:20;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Deserunt enim facilis pariatur adipisci;Tarefa a Ser Feita;2;2024-07-21 00:11:26;2025-04-17 00:11:26;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Incidunt tenetur iure eos;Tarefa a Ser Feita;2;2024-05-11 23:05:57;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar amet;Item de Compra;1;2025-02-16 13:26:21;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Accusamus veniam doloribus odio culpa omnis;Tarefa a Ser Feita;2;2023-10-25 13:49:04;2023-10-29 13:49:04;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ducimus rerum;Tarefa a Ser Feita;2;2025-01-05 09:30:22;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Sed ducimus;Tarefa a Ser Feita;2;2023-09-29 16:01:39;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar sequi;Item de Compra;1;2024-12-21 03:24:12;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Provident quidem voluptas nulla praesentium sequi modi;Tarefa a Ser Feita;2;2024-08-09 00:34:41;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar ad;Item de Compra;1;2024-10-04 02:56:13;2025-02-09 02:56:13;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar error;Item de Compra;1;2023-08-20 08:33:44;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar nesciunt;Item de Compra;1;2023-11-11 20:54:41;2024-03-13 20:54:41;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quisquam;Item de Compra;1;2025-05-17 16:17:15;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ullam excepturi facere occaecati;Tarefa a Ser Feita;2;2025-03-30 00:33:33;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Consectetur ipsum hic necessitatibus eos;Tarefa a Ser Feita;2;2025-02-25 23:51:00;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Fugit minus;Tarefa a Ser Feita;2;2024-10-16 08:45:46;2025-05-20 08:45:46;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Minima quasi ea fugiat quaerat;Tarefa a Ser Feita;2;2024-11-23 04:37:47;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Veritatis consectetur porro adipisci;Tarefa a Ser Feita;2;2025-05-23 22:39:37;2025-06-02 20:58:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar facilis;Item de Compra;1;2024-08-30 04:21:16;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aspernatur a modi delectus atque eveniet;Tarefa a Ser Feita;2;2024-05-06 22:48:01;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dolorem fugit occaecati harum nobis velit deserunt repudiandae ipsam;Tarefa a Ser Feita;2;2023-08-07 19:21:17;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar possimus;Item de Compra;1;2023-11-11 01:14:07;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Praesentium ullam ea temporibus reprehenderit quos;Tarefa a Ser Feita;2;2023-09-21 21:44:23;2024-03-21 21:44:23;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar voluptatum;Item de Compra;1;2023-10-16 06:44:58;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Amet dolorum aut exercitationem minus voluptate;Tarefa a Ser Feita;2;2023-06-17 17:50:49;2023-09-24 17:50:49;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar numquam;Item de Compra;1;2025-02-19 07:56:08;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Laboriosam minus;Tarefa a Ser Feita;2;2023-11-20 10:46:37;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Beatae eveniet quisquam veritatis nobis cumque;Tarefa a Ser Feita;2;2024-11-14 23:15:00;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quaerat porro molestias est minus illum amet;Tarefa a Ser Feita;2;2024-09-01 17:39:00;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Suscipit vitae debitis;Tarefa a Ser Feita;2;2023-09-25 17:24:47;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
